assay,gene,n_variants,raw_prot_frac,raw_dna_frac,raw_shared_frac,mass_pp,mass_dp,mass_sh,pfm_prot_frac,pfm_dna_frac,pfm_shared_frac,afn_prot_frac,afn_dna_frac,afn_shared_frac,n_active_pp,n_active_dp,n_active_sh
TPOR_HUMAN_Bridgford_2020,TPOR,172,0.5414862036705017,0.42627131938934326,0.032242413610219955,11149.673828125,8777.298828125,663.8994750976562,0.75057222754047,0.1566440504111789,0.09278372155221842,0.6815362208328578,0.19641839177840334,0.12204538714056679,406,1109,135
TRPC_SACS2_Chan_2017,TRPC,463,0.5983083844184875,0.3858354389667511,0.015856154263019562,39183.6953125,25268.671875,1038.4322509765625,0.8156733584386828,0.13944918958833735,0.04487745181956114,0.7381896921451306,0.19122248163353422,0.07058782610509737,617,1536,171
TRPC_THEMA_Chan_2017,TRPC,479,0.5422631502151489,0.43934425711631775,0.018392598256468773,39178.3125,31742.4609375,1328.8585205078125,0.7780842534231047,0.16712606433835742,0.05478968209216923,0.7121631365728527,0.20358432677985308,0.08425253654204673,579,1641,166
UBC9_HUMAN_Weile_2017,UBC9,885,0.5468112826347351,0.42877456545829773,0.024414164945483208,68447.1015625,53671.85546875,3056.043212890625,0.7688918579534545,0.15983780282161505,0.07127033914214043,0.7433791215476456,0.17720057178043028,0.07942030659915789,670,2204,280
UBE4B_HUMAN_Tsuboyama_2023_3L1X,UBE4B,344,0.6343246698379517,0.34749653935432434,0.01817878521978855,32330.505859375,17711.337890625,926.5433349609375,0.8300626254970834,0.12055144494102941,0.04938592937266752,0.7542679545999222,0.16664531282515976,0.0790867324323723,611,1515,167
UBE4B_MOUSE_Starita_2013,UBE4B,558,0.016107618808746338,0.9476688504219055,0.03622354194521904,691.5234375,40684.796875,1555.129150390625,0.04702347083878796,0.7334366729190136,0.21953985574103965,0.36721121970775605,0.4527562948569125,0.18003248519106319,46,2195,211
UBR5_HUMAN_Tsuboyama_2023_1I2T,UBR5,337,0.5864162445068359,0.40065279603004456,0.012930979020893574,28635.73828125,19564.58203125,631.4425048828125,0.8150580203076019,0.14762958775641757,0.037312391726208614,0.7206299826356357,0.20149339997022775,0.07787661724490574,593,1449,121
VG08_BPP22_Tsuboyama_2023_2GP8,VG08,261,0.6574235558509827,0.3352881073951721,0.007288394495844841,22606.861328125,11529.572265625,250.62644958496094,0.8633925791922716,0.11673576372601108,0.019871656800245188,0.6997939532665827,0.24812851249990145,0.05207753405273894,584,840,87
VILI_CHICK_Tsuboyama_2023_1YU5,VILI,418,0.6067306995391846,0.37684062123298645,0.016428662464022636,32560.498046875,20223.3359375,881.6522216796875,0.8190861959433172,0.1348695957146011,0.04604420815668321,0.7489447452185357,0.17996453686652542,0.0710907177697986,631,1631,180
VKOR1_HUMAN_Chiasson_2020_abundance,VKOR1,869,0.5549975633621216,0.42252078652381897,0.022481612861156464,64821.69140625,49348.88671875,2625.770263671875,0.7776513996927242,0.15695120366564394,0.0653973965532156,0.7570388316818529,0.16940686257208928,0.07355430566734271,674,2293,281
VKOR1_HUMAN_Chiasson_2020_activity,VKOR1,254,0.5434432029724121,0.43373343348503113,0.022823385894298553,19129.884765625,15267.9619140625,803.411865234375,0.7699546157128947,0.16291329694212,0.06713208704835172,0.7128544809579193,0.18805948656650975,0.099086032284407,513,1552,155
VRPI_BPT7_Tsuboyama_2023_2WNM,VRPI,349,0.699028730392456,0.29341474175453186,0.007556562311947346,33347.43359375,13997.4619140625,360.48870849609375,0.8820516796251566,0.09815300524089529,0.019795314939008952,0.7711655267158447,0.18577472316929813,0.0430597499703249,625,1089,121
YAIA_ECOLI_Tsuboyama_2023_2KVT,YAIA,309,0.7144588828086853,0.27656298875808716,0.008978085592389107,29741.591796875,11512.8017578125,373.740966796875,0.8859671163187979,0.09091951547599701,0.02311336798566146,0.7359181496418823,0.20686140640829914,0.05722044380284091,594,818,96
YAP1_HUMAN_Araya_2012,YAP1,167,0.5413739085197449,0.43311575055122375,0.025510355830192566,11960.2880859375,9568.59765625,563.5868530273438,0.7634045926941947,0.1619138924034416,0.07468151443194938,0.6251016058487896,0.2537743903013128,0.12112400360059454,477,940,116
YNZC_BACSU_Tsuboyama_2023_2JVD,YNZC,228,0.6146666407585144,0.37536513805389404,0.009968205355107784,17971.263671875,10974.70703125,291.444580078125,0.8364251301035067,0.1354141612220522,0.028160708331423773,0.6879436167887146,0.24037229443402003,0.07168408856327897,559,977,87
